"ID","age","sex","job","education","condition","adj_bart_score","adj_bart_score_early","adj_bart_score_middle","adj_bart_score_late","bart_payoff","bart_score","bart_score_early","bart_score_middle","bart_score_late","n_explosions","belief_optimal_inflations","belief_distribution","grips_commonly","grips_attracted","grips_chances","grips_fun","grips_enjoy","grips_part","grips_hurt","grips_friends","soep_leisure","soep_health","soep_driving","soep_occupation","soep_faith","soep_finance","soep_general","forb_gamble","forb_sport","forb_cigarettes","forb_invest","forb_speed","forb_drink"
48,38,"female","working","bachelor","normal_low",23.4347826086957,22.5,25.8571428571429,22.25,5.63,24,23.3,26.1111111111111,22.8,6,22,41,3,2,5,4,4,4,3,4,9,0,2,6,7,3,7,0.00547945205479452,0.0655737704918033,7,0.131147540983607,0.0164383561643836,0.428571428571429
49,23,"male","working","bachelor","uniform",22.2222222222222,20.4,22.5,23.2857142857143,4,18.6666666666667,17.5,20,18.5,12,26,15,2,2,2,4,2,1,2,1,7,5,2,1,3,3,2,0.0273972602739726,0,0,0.0164383561643836,1.42857142857143,0.00273972602739726
50,32,"male","working","bachelor","normal_low",27.4782608695652,28.1428571428571,27.25,27.125,6.32,26.9666666666667,27,27.2,26.7,7,30,35,1,2,2,2,1,2,1,1,1,4,0,6,6,2,2,0.0327868852459016,0,0,0,0.142857142857143,0.655737704918033
51,57,"male","working","high_school","normal_low",24.4074074074074,23.1111111111111,25.6666666666667,24.4444444444444,6.59,24.3,22.6,26.1,24.2,3,63,21,1,1,1,2,1,1,1,1,5,0,0,2,1,0,4,0.00547945205479452,0,0,0.0273972602739726,0.163934426229508,0.655737704918033
52,22,"male","working","bachelor","normal_low",22.6086956521739,18.375,24.875,24.8571428571429,5.2,23.2,19.1,25.3,25.2,7,22,41,1,1,1,2,1,1,1,1,4,1,0,3,5,2,3,0.00547945205479452,0,0,0.010958904109589,0.0655737704918033,0.0655737704918033
53,30,"male","working","bachelor","normal_low",29.6153846153846,27.8,29.2,33.3333333333333,3.85,29.2333333333333,27.2,29.1,31.4,17,31,16,4,4,4,4,4,4,4,4,7,2,6,8,3,7,8,3,0.00273972602739726,0,0.142857142857143,1,0.0983606557377049
54,33,"male","working","bachelor","normal_low",21.8,16,23.75,26.8,4.36,24.4666666666667,20.2,24.7,28.5,10,10,36,3,4,3,3,2,3,3,2,6,3,1,7,5,3,5,0.0327868852459016,0,0,0.0327868852459016,1,0.142857142857143
55,35,"male","working","bachelor","normal_low",10.1666666666667,10,11,9.5,3.05,10.1666666666667,10,11,9.5,0,42,17,5,2,4,4,5,4,2,3,6,2,9,6,4,9,5,0.00547945205479452,0,0,0.010958904109589,0.0655737704918033,0
56,36,"male","working","bachelor","normal_low",27.0869565217391,27.8571428571429,25.5,28.8333333333333,6.23,27,26.8,25.5,28.7,7,25,36,1,2,2,3,2,1,2,1,1,1,2,2,6,3,4,0,0,0,0.0164383561643836,0.714285714285714,0.0327868852459016
57,28,"female","working","high_school","normal_low",22.9545454545455,22,23.6666666666667,22.75,5.05,24.4,25.5,24.3,23.4,8,19,21,1,1,3,2,1,1,1,1,0,1,0,5,1,0,2,0,0,0,0.0327868852459016,0,0
58,51,"female","unemployed","high_school","normal_moderate",21.0454545454545,18.5,23.5714285714286,20.7777777777778,4.63,20.2333333333333,19.8,20.3,20.6,8,25,8,4,2,3,4,3,4,1,2,6,4,0,5,6,4,6,0.00273972602739726,0,0,0,0.142857142857143,0.285714285714286
59,25,"male","working","bachelor","uniform",12,11.4285714285714,12.6666666666667,11.7142857142857,2.76,11.0333333333333,10.9,11.8,10.4,7,12,15,4,3,4,4,3,5,4,3,6,4,0,8,2,6,6,0.142857142857143,0.285714285714286,0,0.285714285714286,0.428571428571429,0
60,60,"female","working","master","normal_moderate",20.1875,19.625,19,26,3.23,22.2666666666667,19.7,18.1,29,14,25,5,2,2,2,4,2,2,2,2,4,1,1,1,6,1,4,0.00547945205479452,0,0,0,0,0
61,41,"female","working","high_school","normal_low",23.3181818181818,22.5,25.375,21.875,5.34,24.1379310344828,23.6666666666667,26.2,22.5,7,41,20,1,2,2,3,1,2,2,1,3,1,1,4,2,3,2,0,0,0,0,0.327868852459016,0.0327868852459016
62,54,"male","working","primary","normal_moderate",18.6,15.2,19.8571428571429,21.75,4.65,18.2666666666667,15.2,17.7,21.9,5,19,40,4,4,4,3,3,4,1,5,4,3,1,5,8,9,8,0.327868852459016,0,41,0.285714285714286,1,0
63,35,"male","student","high_school","normal_moderate",16.5833333333333,17.6666666666667,17.625,15.1,3.98,16.7,19.3,15.7,15.1,6,24,39,2,2,3,3,1,2,1,2,8,7,3,4,6,3,4,0,0,0,0.00547945205479452,0,0.655737704918033
64,35,"male","working","bachelor","normal_low",27.8571428571429,28.3333333333333,27.625,27.7142857142857,5.85,27.4666666666667,27.7,27.5,27.2,9,26,41,2,2,4,3,2,3,1,2,4,3,4,1,6,5,3,0.273972602739726,0,0,0.0328767123287671,0.857142857142857,0.714285714285714
65,25,"male","working","bachelor","normal_low",24.037037037037,22.375,26.3333333333333,23.3,6.49,24,22.3,26.4,23.3,3,31,44,4,4,5,4,4,4,3,5,6,3,9,8,5,8,8,0.00547945205479452,0.0547945205479452,0,0.0273972602739726,0.0821917808219178,0.285714285714286
66,49,"male","working","bachelor","normal_high",17.3809523809524,14.7142857142857,18.75,18.6666666666667,3.65,15.4,14.3,15.6,16.3,9,22,35,2,2,2,2,1,2,1,2,2,4,2,3,5,2,2,0,0,10,0,0.428571428571429,0.285714285714286
67,33,"female","working","high_school","uniform",17.5909090909091,13.1428571428571,20.125,19.1428571428571,3.87,15.1666666666667,12.1,17.8,15.6,8,29,10,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.00821917808219178,0,6,0,0,0.571428571428571
68,35,"female","working","bachelor","uniform",10.4090909090909,10.4285714285714,11.125,9.57142857142857,2.29,10.2666666666667,11.3,10.6,8.9,8,13,6,2,2,5,4,4,2,3,2,7,3,1,4,8,0,3,0.0655737704918033,0.00273972602739726,0.0327868852459016,0,1,0.0327868852459016
69,50,"female","working","bachelor","normal_low",28.2105263157895,29.6,28,27.4285714285714,5.36,27.9666666666667,28.1,28.4,27.4,11,31,17,1,2,2,3,2,2,1,2,5,6,8,4,7,1,1,0.0655737704918033,0,24,0,0.571428571428571,0.0219178082191781
70,52,"male","working","bachelor","uniform",15.9090909090909,16.6666666666667,15.5555555555556,15.7142857142857,3.5,14.0333333333333,14.5,14.4,13.2,8,15,15,2,1,2,2,2,2,2,3,6,5,3,6,4,5,5,0,0,0,0,0.285714285714286,0
71,42,"male","working","high_school","normal_high",31.6153846153846,33.75,29.75,31.4,4.11,24.6333333333333,26.8,24,23.1,17,32,8,2,1,3,1,1,1,1,1,0,0,7,3,0,8,0,0,0,0,0.00821917808219178,2.14285714285714,0
72,40,"male","working","high_school","normal_moderate",12,10.4444444444444,9.77777777777778,15.4,3.44,11.7241379310345,10.4444444444444,9.2,15.4,1,28,3,1,1,2,1,1,2,1,1,1,2,0,0,4,0,0,0,0,10,0,0.00547945205479452,0
73,46,"female","working","high_school","normal_moderate",20,20,20,20,5,19.2666666666667,20.3,17.6,19.9,5,31,0,1,1,1,1,1,1,1,1,0,0,0,1,3,1,1,0,0,0,0,0,0
74,25,"male","working","bachelor","normal_moderate",25.3684210526316,26.1666666666667,25.1666666666667,24.8571428571429,4.82,23.4333333333333,24.4,21.4,24.5,11,26,33,3,4,4,4,4,4,3,3,7,6,5,6,7,8,8,0,0,0,0.158904109589041,0,0
75,28,"female","working","high_school","normal_moderate",26.7777777777778,25.3333333333333,30.1666666666667,24.8333333333333,4.82,24.7666666666667,23.9,24.5,25.9,12,20,12,2,4,4,4,1,2,1,2,8,0,0,3,7,3,4,0.0655737704918033,0,0,0,0,0.142857142857143
76,33,"male","working","bachelor","normal_moderate",13.4814814814815,13.6666666666667,12.125,14.4,3.64,13.4,14.5,11.3,14.4,3,18,13,1,1,2,1,1,1,1,1,0,0,0,2,3,1,1,0,0,0,0,0,0
77,43,"female","working","bachelor","normal_high",13.0869565217391,13.5714285714286,13,12.75,3.01,12.1666666666667,13.5,11,12,7,16,0,2,2,4,4,2,4,2,2,6,1,0,1,7,0,6,0,0.00547945205479452,0,0.0327868852459016,0.0655737704918033,0.00547945205479452
78,51,"female","working","professional","normal_low",24.037037037037,21.4444444444444,27.5,23.6,6.75,23.9310344827586,21.1,27.4444444444444,23.6,2,30,19,1,1,1,2,1,1,1,1,3,1,0,7,2,1,1,0.00821917808219178,0,0,0,0,0
79,28,"male","unemployed","high_school","normal_moderate",19.3636363636364,21.8333333333333,16.875,20,4.26,19.0666666666667,21.8,15.1,20.3,8,22,6,4,4,4,4,4,4,4,5,8,8,10,7,7,7,9,0.00821917808219178,0,20,0.00821917808219178,0,0
80,39,"female","working","master","uniform",13.4761904761905,13.1666666666667,14.75,12.2857142857143,2.83,12.4666666666667,13.1,13.5,10.8,9,13,35,1,1,1,1,1,1,1,1,0,0,0,0,7,0,0,0,0,0,0.00273972602739726,0,0
81,31,"female","working","professional","normal_high",26.5263157894737,23,28.7142857142857,28.4,5.04,21.7666666666667,20.1,23.6,21.6,11,20,35,0,2,3,2,2,2,1,1,0,5,0,3,5,2,2,0.00547945205479452,0,5,0,0,2
82,32,"female","working","bachelor","normal_moderate",21.7,22.5,19.8333333333333,22.5,4.34,20.9333333333333,22.2,18.3,22.3,10,24,24,3,3,2,3,4,3,2,3,5,6,5,6,7,5,6,0,0,0,0,0.163934426229508,0
83,35,"female","unemployed","high_school","uniform",10.0833333333333,10.7142857142857,10,9.625,2.42,9.63333333333333,10.4,9.4,9.1,6,10,36,1,1,1,1,1,1,1,1,2,0,1,3,4,1,0,0.0136986301369863,0,0,0,1,0
84,24,"female","working","high_school","normal_high",21.7,17.4285714285714,23.25,25.2,4.34,18.4666666666667,16.2,19.2,20,10,25,31,2,2,1,2,1,1,2,1,1,2,2,3,1,2,2,0.00821917808219178,0,0,0.00273972602739726,0,0.428571428571429
85,26,"male","working","bachelor","normal_high",15.7142857142857,10,18.2857142857143,22.4,3.3,15.8,9.5,16.2,21.7,9,21,10,2,4,4,4,4,3,3,2,7,3,2,4,8,3,6,0,0.0327868852459016,0,0,1,0
86,39,"male","unemployed","bachelor","uniform",20.4444444444444,15.5,24.7142857142857,19,3.68,17.7,15.1,22.5,15.5,12,43,16,3,2,3,3,2,1,3,2,3,6,2,6,3,3,4,0.0327868852459016,0,0,0,0.285714285714286,0.0246575342465753
87,39,"male","working","bachelor","normal_high",25.3157894736842,22.2857142857143,26.5714285714286,27.8,5.06,20.7241379310345,19.6,21.3333333333333,21.3,10,31,42,2,2,3,3,1,1,2,1,4,5,2,4,6,4,3,0.00547945205479452,0.0547945205479452,20,0.00547945205479452,0.327868852459016,0.163934426229508
88,36,"male","working","doctor","normal_low",19.2592592592593,19.875,18.2,19.8888888888889,5.2,19.8666666666667,20.3,18.2,21.1,3,36,7,2,2,2,2,2,2,2,2,1,1,2,5,2,1,1,0.00273972602739726,0,0,0,0.0327868852459016,0.428571428571429
89,56,"female","working","high_school","normal_moderate",20.8571428571429,22.8333333333333,20.7142857142857,19.5,4.58,20.1724137931034,22.4,18.6,19.4444444444444,8,63,38,4,3,4,4,3,3,3,4,7,5,1,3,4,7,8,0.0136986301369863,0.00273972602739726,0,0.00273972602739726,0,0
90,48,"female","unemployed","bachelor","normal_moderate",20.8333333333333,20,20,22.5,5,20.0666666666667,20.3,17.6,22.3,6,25,29,2,2,2,2,1,1,1,1,4,5,6,0,6,2,3,0,0,0,0,0.136986301369863,0.0273972602739726
91,37,"male","working","master","normal_low",26.3478260869565,24.5714285714286,28.1428571428571,26.3333333333333,6.36,26.0344827586207,24.5,27.8888888888889,25.9,6,26,37,2,3,4,3,2,3,1,1,4,0,0,7,4,5,5,0,0,0,0.010958904109589,0,0.142857142857143
92,57,"male","working","bachelor","normal_moderate",29.2142857142857,25.3333333333333,30.4,30.1666666666667,4.09,26.2666666666667,26.2,24.1,28.5,16,37,38,1,1,1,1,1,1,2,1,1,3,2,3,3,1,2,0,0,10,0.0136986301369863,0.163934426229508,0.163934426229508
93,50,"female","working","bachelor","normal_high",25.7058823529412,22.5714285714286,25.5714285714286,33.3333333333333,4.69,21.8275862068966,20.3,22,23.3333333333333,12,41,12,1,1,1,1,1,1,1,1,0,1,2,2,7,6,2,0,0,0,0.0655737704918033,0.714285714285714,0.0655737704918033
94,27,"male","working","bachelor","uniform",14.7727272727273,10.4285714285714,15.5,18.2857142857143,3.25,13.1,10.2,14.1,15,8,18,34,2,2,1,2,2,1,1,2,1,2,4,3,2,3,3,0,0,0,0.00273972602739726,0.131147540983607,0
95,35,"male","working","master","normal_moderate",21.2608695652174,20.4285714285714,20.75,22.5,4.89,20.4827586206897,20.8,18.2,22.6666666666667,6,26,36,2,1,2,2,2,2,1,1,3,2,2,2,7,3,6,0.0327868852459016,0,0,0.0327868852459016,1.42857142857143,1.71428571428571
96,37,"female","working","high_school","normal_low",24.32,25.4285714285714,23.6,24.25,6.08,24.8,25.1,23.6,25.7,5,29,29,2,3,4,4,4,2,2,3,8,3,3,8,4,6,5,0.00547945205479452,0,12,0.00273972602739726,0.0136986301369863,0.0328767123287671
97,38,"male","working","bachelor","normal_moderate",26.6875,23.5,33.6,23.6,4.27,25.1333333333333,24,25.7,25.7,14,19,11,4,5,3,4,4,2,4,4,5,5,8,7,6,4,7,0.0983606557377049,0.00821917808219178,7,0.163934426229508,0.0983606557377049,4.71428571428571
98,23,"female","working","professional","uniform",20,13.7142857142857,19.8571428571429,29,3.8,17.7666666666667,12.5,17.8,23,11,30,4,1,2,3,4,3,1,1,2,4,1,0,7,7,3,4,0.0246575342465753,0.00547945205479452,0,0,0,0.19672131147541
99,36,"male","working","master","normal_low",27.5,28.5,28.75,25.6666666666667,4.64,27.9655172413793,28.7,29.2222222222222,26.1,13,32,19,2,3,3,3,3,2,3,2,3,1,5,6,6,5,4,0,0.010958904109589,0,0.131147540983607,0.273972602739726,1
100,29,"male","working","high_school","normal_high",16.8636363636364,15.125,19.25,16,3.71,14.9,14,16,14.7,8,20,25,1,1,2,3,2,2,1,3,4,0,7,0,6,2,6,0.142857142857143,0,0,1,1,0
101,69,"female","working","high_school","normal_low",23.4583333333333,22.875,23.125,24.375,5.63,24.6333333333333,24.7,23.9,25.3,6,64,15,2,2,2,2,1,1,1,1,1,1,0,1,2,1,1,0.00547945205479452,0,2,0.00273972602739726,0.327868852459016,0
102,33,"male","working","bachelor","normal_moderate",22.2222222222222,20.7142857142857,27,20,4,22.2333333333333,21,22.4,23.3,12,22,8,2,2,3,3,2,2,2,2,6,3,6,4,5,5,4,0.0655737704918033,0,0,0.142857142857143,0.714285714285714,0.285714285714286
